"","title","date","link","description","article_text"
"61","Do influencers still influence Gen Z?",2023-12-12,"/~/media/mckinsey/email/genz/2023/12/2023-12-12c.html","The bar to reach Gen Z consumers continues to rise. That’s one of the takeaways from the latest McKinsey and the Business of Fashion State of Fashion report, which examines ten themes that will define the fashion industry in 2024.","Brought to you by Liz Hilton Segel, chief client officer and managing partner, global industry practices, & Homayoun Hatami, managing partner, global client capabilities

Welcome back! This week, we’re exploring the latest findings from our State of Fashion report.

The bar to reach Gen Z consumers continues to rise.That’s one of the takeaways from the latest McKinsey and the Business of Fashion State of Fashion report, which examines ten themes that will define the fashion industry in 2024. As Gen Zers begin to occupy a greater share of the market, their preferences are affecting how fashion companies sell their wares.McKinsey senior partner Gemma D’Auria and coauthors found that 68 percent of respondents to this year’s State of Fashion consumer survey said they were unhappy about the high volume of sponsored content on social media, and 65 percent were turning to fashion influencers less than they were a few years ago. Gen Zers are even better at tuning out the noise: Gen Z loses active attention for advertising after about one second. *blinks* Moving on …While beautiful and aspirational content is still popular, Gen Z also values diversity and niche identities. This could help explain some of the popularity among any number of microtrends that have exploded over the past year, including cottagecore, coastal grandmother, horse girls, and e-boys. The desire to express themselves through niche and differentiated products also makes Gen Zers more open to purchasing from smaller brands compared with older shoppers, the State of Fashion report finds.To what—and to whom—does Gen Z pay attention, then? Influencers are still effective at driving awareness and sales, but the kind of influencers Gen Z cares about has changed. Influencers who are seen as “quirky, humorous, and vulnerable” have been most successful as of late. Take Gstaad Guy, an influencer whose real name is yet unknown and goes by the alias Constance. Constance is an absurdist aristocrat with a taste for the finer things in life. His persona pokes fun at how the world’s 1 percent live, yet it has become popular among everyday folks and wealthy followers alike, so much so that ultraluxury fashion brands now create influencer marketing campaigns with Gstaad Guy.Still, there’s a risk in forcing funny. Consumer businesses—particularly those that haven’t developed a lighthearted brand identity—that use humor in their marketing may seem try-hard to Gen Zers, which could alienate them instead of endearing them.“I roll my eyes,” one Gen Zer told the New York Times about brands that have memed themselves to death. “Sometimes they’re trying to fit in and reach out to my generation. It’s not very natural.”

More than half of US military veterans earn less than they did when they were on active duty. Hiring veterans based on their skill set could help close the gap.

Robosapien. Households in Asia are shrinking, making way for robot friends and other novelties in the “lonely economy.”

The envy office. That’s the name given to trendy workspaces that have been redesigned to lure remote workers and young talent, although some workers find themselves longing for the cubicle farm. [NYT]

PSA on pessimism. Older generations think Gen Zers are doomed—but Gen Zers don’t share the same outlook. This commentary attempts to clear up the discrepancy. [Fortune]

—"
"62","How Gen Z is influencing the conversation around climate change",2023-12-05,"/~/media/mckinsey/email/genz/2023/12/2023-12-05d.html","If you live on planet Earth, you probably know that COP28, the United Nation’s annual climate conference, is taking place this week in Dubai. Government officials, business executives, and other global leaders are gathering at the event to discuss how to continue to tackle climate change.","Brought to you by Liz Hilton Segel, chief client officer and managing partner, global industry practices, & Homayoun Hatami, managing partner, global client capabilities

Welcome back! This week, we’re reexamining Gen Z’s perspective on climate change.

If you live on planet Earth, you probably know that COP28, the United Nation’s annual climate conference, is taking place this week in Dubai. Government officials, business executives, and other global leaders are gathering at the event to discuss how to continue to tackle climate change. (If you need a refresher on what the COP conference is, read our McKinsey Explainer, and if you’re interested in learning which conversations McKinsey leaders are facilitating at COP28, check out our agenda here.)﻿ Also in attendance: plenty of Gen Zers. Mock COP—an organization created by youth advocates from more than 140 countries whose stated goal is to push world leaders to be more aggressive in their climate actions—is presenting at the UN conference. And finalists from an Arab student hackathon will compete against one another to create the best technology-backed solutions for water conservation, the circular economy, and agriculture during the conference as well.Gen Z’s presence at COP28 is a reminder that, despite any number of headlines that say young consumers prioritize things like price over sustainability when making purchases, Gen Zers still keep sustainability top of mind, both in the market and at work.Take travel, for example: sustainability could be crucial for travel businesses and global economies that rely on tourism revenue to attract Gen Zers. McKinsey partner Margaux Constantin and her coauthors cite data indicating that 38 percent of Gen Zers across the world would consider staying in green accommodations on their next holiday, compared with 33 percent for people over 25.Nations may not be on target to reduce carbon emissions as set by the 2015 Paris Agreement, but they are further along in finding solutions to reduce climate change than they were eight years ago. As Gen Zers gain more power—both as consumers and in the workplace—they may be able to chart a new course.As two Gen Z students attending the conference put it: “Our devotion to help mitigate the climate crisis through expansion of climate science and communication is fostering hope that is in short supply.”

Employees in India report the highest levels of burnout, while employees in Cameroon, Colombia, and Argentina report the lowest.

Miles away. Gen Zers are more likely to interact with multiple travel brands when booking a trip. A three-pronged approach—beyond just rewards points and perks—can help travel businesses earn young consumers’ loyalty.

From boomer to zoomer. Gen Z will surpass the number of baby boomers in the workplace next year. That shift could affect how colleagues talk about money, politics, and other issues at work. [Fortune]﻿

Exhibit Z. An increasing share of Gen Zers say that they expect to be offered legal services to help them navigate their personal affairs as part of their employee benefits. [Business Insider]﻿

—"
"63","Bore out vs burnout: Which one affects Gen Z?",2023-11-21,"/~/media/mckinsey/email/genz/2023/11/2023-11-21d.html","Global interest in the term “burnout” peaked in 2021. At the time, millennials and working-age Gen Zers in the US reported the highest levels of burnout among the different age groups.","Brought to you by Liz Hilton Segel, chief client officer and managing partner, global industry practices, & Homayoun Hatami, managing partner, global client capabilities

Welcome back! This week, we’re diving into the nuances of burnout.

Global interest in the term “burnout” peaked in 2021. At the time, millennials and working-age Gen Zers in the US reported the highest levels of burnout among the different age groups. Fast-forward to today, Gen Z’s reported burnout rates still exceed those of older workers, according to the latest research from the McKinsey Health Institute (MHI). And that’s not just in the US—the data includes 30,000 people across 30 countries.By now, most of us are familiar with the idea of burnout, defined as a chronic imbalance between your job demands and your job resources and characterized by extreme tiredness, difficulty concentrating, and difficulty with cognitive and emotional processes. But there’s more to the story: holistic health, which includes physical, mental, social, and spiritual well-being, is also a central ingredient for employee happiness. Experiencing positive holistic health in some areas doesn’t mean the absence of burnout symptoms, by the way. While the two are negatively correlated, they can coexist. McKinsey senior partner Drew Ungerman and MHI coleaders found that people who have positive work experiences report better holistic health and that good holistic health is most strongly predicted by “workplace enablers” (such as self-efficacy, or the idea that employees have confidence and control over their work). Burnout is strongly predicted by unrelenting demands, while enablers help offset those challenges. The good news is that there are many ways to address burnout at the job, team, and organizational level. For Gen Zers suffering from burnout, one solution is to get involved in “customizing their job.” This approach has become a strong way to motivate employees, build their skill set, and help them find meaning in the work they do.Crafting a job to be more personally fulfilling includes asking a few questions, such as “What elements of my job could I tweak to be more meaningful and impactful?” or “Can what I currently do be done differently?” It’s also possible that Gen Zers are conflating workplace boredom with burnout. The two present similar symptoms (such as feeling totally disconnected from your work). So-called Zoom fatigue, for instance, has less to do with being exhausted from endless, back-to-back virtual meetings than it does with being understimulated during those meetings, new research has found. Combatting “boreout,” just as with burnout, requires employees and employers to work together to make work more meaningful. As McKinsey partner Erica Coe puts it in an episode of The McKinsey Podcast: “Where we often get burnout wrong is assuming that it is purely an individual experience…. Starting to pay attention to the systemic issues and really getting into some of the root causes will be what’s needed to unlock real change here.”﻿

“Alternative seafood,”﻿ or substitutes for popular fish and shellfish such as tuna, salmon, and shrimp, offers one way to help sustainably scale seafood farming.

Sustainability natives. Can the Nordics become the “Silicon Valley of sustainability”?

Expat stats. One in four Gen Z Americans wants to move to a different country, citing better access to healthcare and social services as the reason for doing so. [Thrillist]

Tardy for the party. Gen Zers are missing deadlines despite working late. Good managers can help. [Bloomberg]

—

Thanks for reading Mind The Gap. We’ll be off next week and back in your inbox on December 5."
"64","Will Gen Z splurge or save on holiday gifts this year?",2023-11-14,"/~/media/mckinsey/email/genz/2023/11/2023-11-14d.html","McKinsey’s latest ConsumerWise survey on holiday shopping asked more than 1,000 US consumers across age groups how they intend to shop for the holidays this year and how much they plan to spend. The results show that winning over Gen Z—whose expectations are high while their brand loyalty is notoriously low—requires retailers to excite shoppers, offer enticing deals, and complete deliveries at the speed of light. Let’s have a closer look","Brought to you by Liz Hilton Segel, chief client officer and managing partner, global industry practices, & Homayoun Hatami, managing partner, global client capabilities

Welcome back! This week, we’re exploring Gen Z’s holiday shopping plans.

In the US, the holiday shopping season is expected to drive about $960 billion in retail sales this year—a roughly 4 percent increase from the previous year (but down from its pandemic peak). McKinsey’s latest ConsumerWise survey on holiday shopping asked more than 1,000 US consumers across age groups how they intend to shop for the holidays this year and how much they plan to spend. The results show that winning over Gen Z—whose expectations are high while their brand loyalty is notoriously low—requires retailers to excite shoppers, offer enticing deals, and complete deliveries at the speed of light. Let’s have a closer look.Baby, are you down, down, down, down, down? Even though younger consumers rank quality as the most important consideration when shopping this year (ahead of price and promotions), they also express a greater interest in “trading down,” by swapping for cheaper alternatives or forgoing purchases altogether. After all, Gen Z has lingering concerns about the economy, while also dealing with high prices and the return of student loan payments—all of which have reduced their savings cushion, a recent poll shows. Trading down may also mean that Gen Zers double down on dupe shopping—aka finding cheaper versions of high-priced items in categories such as fashion, beauty, and home decor.  Back in April, Gen Z and millennials were ready to treat themselves: they were just as set on splurging as they were on trading down. McKinsey partner Kari Alldredge and senior partner Warren Teichner explain how these two seemingly contradictory behaviors—trading down and splurging—coexist: splurging is selective, and consumers gravitate toward splurge purchases that are experiential.If I was a rich girl …But times, and the grip on one’s wallet, can change. In our most recent survey, fewer Gen Z consumers say they intend to splurge on holiday gifts compared with last year. For those Gen Zers who still plan on shelling out, apparel, beauty and personal care, and electronics are the most popular categories to do so. I still haven’t found what I’m looking forGen Zers plan to do their holiday shopping most frequently on retailers’ apps and websites, followed by browsing on social media and in stores. Email marketing is somewhat less relevant to Gen Z than it is to Gen X or boomers (which isn’t to say that it doesn’t matter at all, but that brands might have more luck meeting Gen Z where they are—on retailer apps and social media). Once Gen Z shoppers decide on what to buy, they want their purchases ASAP—and are willing to pay extra to get them faster. According to this year’s survey, about half of Gen Z consumers say they expect to choose same-day or next-day delivery when they buy something online, and more than 50 percent say they will pay for same-day delivery. They’re also willing to pick up their purchases either curbside or in-store.Gen Z: putting the instant in instant gratification since 1997!

K–12 schools in the US will need to spend or decide how to allocate around $5 billion per month in federal aid before the funds expire in September 2024.

Upgrade alert. Generative AI has the potential to make the travel experiences that Gen Zers crave easier to discover.

A cure for loneliness. Could a return to the office help combat the loneliness epidemic? Sound off. [Insider]

Come together. A new Beatles song gives fans of all ages something to celebrate. [NYT]

—"
"65","The secret to getting hired—regardless of whether you went to college",2023-11-07,"/~/media/mckinsey/email/genz/2023/11/2023-11-07d.html","When we talk about skills-based hiring—or the idea that you hire someone according to their skills instead of their educational background—it’s often to convince employers that adopting the practice is the best way to fill in-demand roles in a tight labor market. But when it comes to Gen Zers, skills-based hiring may have even greater significance—regardless of whether they went to college.","Brought to you by Liz Hilton Segel, chief client officer and managing partner, global industry practices, & Homayoun Hatami, managing partner, global client capabilities

Welcome back! This week, we’re talking about how to leverage skills to get ahead.

When we talk about skills-based hiring—or the idea that you hire someone according to their skills instead of their educational background—it’s often to convince employers that adopting the practice is the best way to fill in-demand roles in a tight labor market. But when it comes to Gen Zers, skills-based hiring may have even greater significance—regardless of whether they went to college. There’s some data that suggests Gen Zers’ foray into the working world was interrupted by the pandemic. (Obvious? Maybe!) Labor force participation rates for people aged 20 to 24 were lower in September than they were just before the onset of the pandemic. That could be for a variety of reasons, such as the fact that companies paused hiring altogether or deferred hiring for new and recent graduates. Any hiring gains that were made since the beginning of the pandemic have largely dissipated amid economic uncertainty. Gen Zers in China are also struggling as employers cite fears that these new graduates lack the skills necessary to work.  To supercharge their careers, young professionals around the world need every edge they can get. Highlighting their skills, rather than their education credentials alone, may be a key part of the answer. Consider this: McKinsey research finds that skills developed through work experience contribute greatly to an individual’s total wealth, particularly for people who start out in jobs with lower educational requirements.The labor market is starting to warm up to the idea of skills-based hiring, too. Recruiters on LinkedIn are five times more likely to search for job candidates by skills rather than degrees, according to data from the social media platform. The number of paid job posts on the platform that don’t require a bachelor’s degree has also increased, particularly for tech and financial-services roles. (Gut check: first, these are job postings and not actual hires; second, there’s still plenty of room for businesses to employ more people without degrees; and three, college degrees still matter!) How can Gen Zers make themselves attractive to employers while leveraging the skills-based approach? It’s not about having all the skills required to do any given job—just the right skills, as McKinsey partners Bryan Hancock and Brooke Weddle put it in a recent episode of the McKinsey Talks Talent podcast. “People are hiring for the most critical skill of a given role or the hardest-to-find skill of a given role,” says Weddle. Great! But … which skills matter, exactly? Hancock says generative AI (gen AI) can help someone understand how to fill in the gaps between their background and existing skill set and a new job. Prompting a gen AI platform can also help job seekers plan their own learning and development journey. And if someone is interested in making a job change within their company, they can ask a manager or mentor for suggestions about how to level up through learning courses, which may be provided by or reimbursed through work.  Reminder to employers: taking a risk on someone with potential is a good thing, even if there’s a gap between a Gen Zer’s current skill set and a job’s prerequisites. Developing individuals through learning and coaching can lower attrition rates, a win–win all around.﻿

Women with typically marginalized identities, such as women of color and women with disabilities, endure more frequent slights at work, according to the latest Women in the Workplace report from McKinsey and LeanIn.Org.

Room for improvement. Making the US government more productive begins with understanding its two roles in society.

QOTD. After a social media post about the nine-to-five grind went viral, the question remains: Are criticisms over Gen Z’s work ethic warranted? [FT]

Bye, everyone! Long live the Zoom wave! [Bloomberg]

—"
"66","Wait, Gen Z wants to retire how early?",2023-10-31,"/~/media/mckinsey/email/genz/2023/10/2023-10-31c.html","As many older people increasingly realize that they may have to put their retirement plans on hold, Gen Z appears to have something else in mind.","Brought to you by Liz Hilton Segel, chief client officer and managing partner, global industry practices, & Homayoun Hatami, managing partner, global client capabilities

Welcome back! This week, we’re talking about the myth of early retirement.

As many older people increasingly realize that they may have to put their retirement plans on hold, Gen Z appears to have something else in mind. American Gen Zers, on average, say they want to retire earlier than those before them. Some surveys show that to mean “before age 65.” Other studies peg the number earlier, at 61. And yet another survey finds that more than half of Gen Zers polled have pledged allegiance to the FIRE (financially independent, retire early) movement. Whatever the exact age ends up being, the data generally seem to reflect Gen Z’s desire to sunset their careers earlier than millennials, Gen Xers, and boomers all think they will. Why would retiring early (in some cases, as soon as your 30s and 40s) make sense for Gen Z? And could we all <gestures broadly> benefit from thinking about retirement a little differently? The reality is that most Americans believe that retirement, long conceived in many Western countries as the transition out of 50-ish years in the workforce, is financially out of reach. Setting aside the different reasons why retirement may not be achievable for millions of people, there’s another snag in Gen Z’s early retirement picture: people younger than millennials (Gen Z, Gen Alpha, and so on) expect to live longer than their parents. In fact, living to 100 and beyond in this century may no longer be a marvel. With a longer life comes new considerations around work and well-being. Spending the later chapters of one’s life—which, for some people, may stretch to 30 or 40 years after the traditional retirement age—without structure or a meaningful connection to society may actually be harmful to one’s health, McKinsey research shows.﻿That doesn’t necessarily mean Gen Zers will have to spend the rest of their lives working, but a retirement that includes some work—plus volunteering, learning, or participating in community activities—might actually be a good thing. Such a scenario could be beneficial not only for people’s health but also for global economies. By re-entering the workforce, older adults (who want to work) could give a nearly 15 percent lift to GDP, as is the case for South Korea, according to research from McKinsey senior partner Hemant Ahlawat and coauthors. (By the way: norms and expectations around retirement vary around the world.)In an interview with McKinsey, Lynda Gratton, author of The 100-Year Life: Living and Working in an Age of Longevity, advocates for “disconnecting age from stage.” That makes phrases like “college age”—which these days could refer to, say, a 61-year-old as much as a 19-year-old—meaningless. Taking breaks throughout one’s working years (think sabbaticals rather than definitive retirement) may make working for longer more sustainable. Plus, the self-imposed pressure that some Gen Zers feel to achieve huge professional accomplishments early on suddenly seems less important when rethinking the conventional retirement approach. “People aren’t going to have that three-stage career,” Gratton said, referring to the traditional education, working, and retirement stages of life. Instead, people may choose to redirect their path, either by learning a new skill or taking a break altogether.﻿

Restaurants, food, and travel are all splurge-worthy consumer spending categories.

Tech-tonic shift. Generative AI could add as much as $4.4 trillion to the global economy annually.

Aesthetics > authenticity? Dupe culture isn’t exclusive to fashion—it’s woven into the world of interior design, too. [Architectural Digest]

Clocking out. Gen Zers are leaving their accounting and finance jobs for these five reasons. [Fortune]

—"
"67","Does Gen Z need a five-year plan?",2023-10-24,"/~/media/mckinsey/email/genz/2023/10/2023-10-24b.html","Another day, another data point that shows generational stereotypes can be—and are often—wrong! Lazy Gen Z? Not according to our latest Women in the Workplace report, which found that nine in ten women under 30 want to be promoted and three in four aspire to become senior leaders.","Brought to you by Liz Hilton Segel, chief client officer and managing partner, global industry practices, & Homayoun Hatami, managing partner, global client capabilities

Welcome back! This week, we’re talking about turning Gen Z ambition into action.

Another day, another data point that shows generational stereotypes can be—and are often—wrong! Lazy Gen Z? Not according to our latest Women in the Workplace report, which found that nine in ten women under 30 want to be promoted and three in four aspire to become senior leaders. OK, that’s just Gen Z and zillennial women, right? Nope. Gen Zers are growing their network on LinkedIn 28 percent more than millennials, 54 percent more than Gen X, and more than twice as much as boomers.While Gen Zers are off to a great start along their career journeys, turning their ambitions for professional success into results requires a bit more than sending connection requests and hoping for the best. Here are four things ambitious young achievers should keep in mind:1. Look within. Networking inside your company is just as important as networking outside of it, even if your current job isn’t the be-all, end-all. Internal networking, which could also be thought of as building “social capital,” has been tied to improved individual performance, increased knowledge sharing between colleagues, greater innovation, and increased career mobility, as McKinsey senior partner John Parsons and coauthors explore.  2. Be nimble, be quick. As Gen Zers forge connections both at work and beyond it, they’ll also want to cultivate a spirit of adaptability along the way. Adaptability orients professionals to the opportunities ahead, not just the challenges. Put another way: think of adaptability as a meta-skill, learning how to learn and knowing when to put that learner’s mind into action.3. Take the long view. Setting a five-year plan can also help Gen Z level up—even if they hop from one job to the next during that period. Taking a long view helps insulate career growth from the kinds of things that could derail a short-term plan, such as changing jobs or daily responsibilities. This detailed outline charts which steps to take and who to involve along the way.  4. Remember well-being. Being ambitious doesn’t mean you have to work so hard that you’re sacrificing more fulfillment in life, as author and McKinsey alumnus Nicolai Tillisch puts it. When Tillisch interviewed subjects as part of the research for his book Return on Ambition: A Radical Approach to Your Achievement, Growth, and Well-Being, he saw that the most successful people nurtured those three factors on an ongoing basis.“The big disease of ambitious people is that they try to do too much,” Tillisch says. “They have too many goals or equivalents to goals. They spread themselves thin.”﻿

A lack of meaningful work is just as big a factor in employee unhappiness as inadequate comp.

Risk it for the biscuit. Business risk is about so much more than sociopolitical and economic shocks, as this McKinsey Explainer reveals.

Not-so-funny business. Consumer brand social media marketers have long tried to be in on the joke … too long. [NYT]

Dream job? Dream on. Some job seekers are feeling “ghosted” by employers who fail to follow up with them about their applications. [Bloomberg]

—"
"68","How Gen Z feels about drinking",2023-10-17,"/~/media/mckinsey/email/genz/2023/10/2023-10-17c.html","For ages, people have bemoaned the vices and preferences of the next generation, insisting their habits would usher in the end of civilized society or some other moral panic. When it comes to Gen Z’s drinking habits, the script has flipped. In fact, some Gen Xers and boomers are downright confused about why young adults are sober.","Brought to you by Liz Hilton Segel, chief client officer and managing partner, global industry practices, & Homayoun Hatami, managing partner, global client capabilities

Welcome back! This week, we’re talking about the impact of Gen Z’s alcohol preferences.

For ages, people have bemoaned the vices and preferences of the next generation, insisting their habits would usher in the end of civilized society or some other moral panic. When it comes to Gen Z’s drinking habits, the script has flipped. In fact, some Gen Xers and boomers are downright confused about why young adults are sober. (Fact check: it’s not just Gen Zers who are experimenting with reducing their alcohol consumption.)﻿Those who are trying to reduce the number of hard drinks they consume in any given week may see the health data on alcohol consumption as a chief motivator. Drinking has been linked to accelerated DNA aging, cognitive decline, and cardiovascular disease, according to data that contributed to recent research from McKinsey Health Institute coleader Lars Hartenstein and his coauthor. The World Health Organization, meanwhile, published a statement in January in which it noted that “when it comes to alcohol consumption, there is no safe amount that does not affect health.” Among Gen Z, health concerns are just one reason why interest in drinking alcohol has diminished in recent years. Experts point to changing tastes, a lack of effective marketing, and price as factors in the shift, too. Consider the wine industry: in the US, wine has grown in popularity only among the over-60 demographic. Gen Zers have shown less interest in the bevvy, compared with other age groups, especially when they are presented with so many other choices.Gen Z’s tastes have helped catalyze the booming nonalcoholic and low-alcohol beverage industry, which some CEOs are keen to get in on. Although the nonalcoholic-beverage segment makes up a fraction of the larger beverage market, sales of nonalcoholic beverages in the US surpassed $400 million by some measures, more than doubling since 2020. Two big “Fs” have become popular in this segment—functional drinks, which claim to offer health benefits, and fermented drinks, such as kombucha. There’s also a chance for employers to reconsider their approach to alcohol in the workplace. Gen Z employees may be leading the charge away from alcohol consumption at office happy hour, but employers and managers could make happy hours more inclusive for all employees. Here’s how McKinsey partner Bryan Hancock put it on a recent episode of the McKinsey Talks Talent podcast: “Recently, I went to a happy hour in Atlanta at a great tapas place, and I don’t think anybody even had anything to drink. . . . We still considered it a happy hour, even though we weren’t drinking. Messaging is critical. The ritual isn’t to drink; the ritual is to be together and say thanks. As a leader, you’ve got to be thoughtful about how a ritual advances togetherness.”

Reaching gender parity in private equity leadership could take decades.

The price is right. Gen Z consumers in central Europe are as price sensitive as older shoppers, but they don’t settle for cheaper products.

Word vom. Check out the latest corporate phrase to eliminate from your vocabulary. [FT]

Scar power. Prolonged inflation has “scarred” Gen Z, creating a challenge for economists, employers, and central bankers alike. [Bloomberg]

—"
"69","Why don’t Gen Zers want these jobs?",2023-10-10,"/~/media/mckinsey/email/genz/2023/10/2023-10-10b.html","Earlier this year, there were a bunch of headlines about how working-age Gen Zers now want to pursue a career in finance, a change from two years ago, when those same people said they wanted to pursue careers in education and healthcare.
Turns out, stability and a fat paycheck are sexy to young professionals who face a high cost of living and an uncertain economy.","Brought to you by Liz Hilton Segel, chief client officer and managing partner, global industry practices, & Homayoun Hatami, managing partner, global client capabilities

Welcome back! This week, we’re talking about attracting Gen Z talent.

Earlier this year, there were a bunch of headlines about how working-age Gen Zers now want to pursue a career in finance, a change from two years ago, when those same people said they wanted to pursue careers in education and healthcare. Turns out, stability and a fat paycheck are sexy to young professionals who face a high cost of living and an uncertain economy. While finance shops can offer high pay to attract the crème de la crème of young talent, other sectors—which may not be able to offer six-figure salaries for entry-level roles—are finding it harder to increase the share of Gen Z workers on their roster. The effects of this are compounding: fewer Gen Z employees now could threaten a sector’s growth, innovation, and even its longevity over time. Government jobs, which we covered in this newsletter in April, are one example. Similarly, US military services like the army are finding it tough to reach their Gen Z recruiting goals. And even if more Gen Zers were enlisting in the military, many of them wouldn’t be eligible without a waiver because of their weight, tattoos, substance use, or mental health struggles, according to a 2020 Pentagon study. But perhaps the tides are changing. Over the spring, the US Army rolled out a new logo and rebrand, after consulting young influencers, that is meant to appeal to a “digital audience.”Insurance companies are also finding it difficult to hire Gen Zers. As of 2021, about a quarter of American insurance carrier employees were 54 years old or older, and about a quarter of insurance employees in the UK were 50 or older. When you factor in average retirement age in the insurance industry, about 25 percent of the sector’s workforce is expected to exit in the next ten years, according to McKinsey senior partner Kia Javanmardian and coauthors. The insurance industry, and every other sector, has a real shot at attracting Gen Zers to their ranks, but the solution here isn’t about increasing pay…except sometimes, when it is about pay. (Reminder: although Gen Z is motivated by money, and perhaps more so lately given the state of the global economy, this isn’t their end-all, be-all.) Making their work meaningful, offering valuable career development opportunities, and allowing them to work with cutting-edge technologies all have the power to transform what we in the biz call the “employee value proposition.” Take farming as one example. Many Gen Z farmers will never touch dirt—a selling point for agricultural recruiting, as it turns out. Right now, Gen Z may make up only a fraction of farmers in the US (11 percent of farmers in America are under 35), but that figure is on the rise. One reason this might be: technological advances in agriculture are attracting a new crop (sorry) of talent. Innovations that are rooted (sorry again) in making the global food supply more sustainable, like regenerative farming, cultivated meat, and even alternative seafood, also appeal to eco-conscious Gen Z. When it comes to attracting Gen Z talent, it seems like it may be time to rethink the proverbial carrot.

To reach net-zero goals, the biggest cuts to emissions will need to come from the world’s wealthiest countries.

Paging Dr. Z. Partnerships between health systems and educational institutions could help close the healthcare industry’s talent gap and create new opportunities for entry-level workers.

Review szn. This guide on giving professional feedback to Gen Z could help managers connect with—and retain—their younger employees. [Fast Company]

Grext me. How many group texts, or grexts, is too many? [Atlantic]

—"
"70","How much does it cost to make friends?",2023-10-03,"/~/media/mckinsey/email/genz/2023/10/2023-10-03b.html","The key to happiness—and staying healthy—is having warm relationships, as Robert Waldinger, director of the Harvard Study of Adult Development, explained in a recent edition of McKinsey Author Talks. That’s a big problem for Gen Zers, who report feeling more lonesome than other generations.","Brought to you by Liz Hilton Segel, chief client officer and managing partner, global industry practices, & Homayoun Hatami, managing partner, global client capabilities

Welcome back! This week, we’re talking about making friends.

The key to happiness—and staying healthy—is having warm relationships, as Robert Waldinger, director of the Harvard Study of Adult Development, explained in a recent edition of McKinsey Author Talks﻿. That’s a big problem for Gen Zers, who report feeling more lonesome than other generations.  Whether social media, a housing crisis, or other factors are to blame, Gen Zers are staving off loneliness by doing their best to make connections IRL.  For some, that means spending boo koo bucks on pricey, exclusive social clubs, which offer access to restaurants, events, and other social hubs. Clubs like these have been a fixture in cities like London for years but are newly popping up in other urban centers, such as New York. Some Gen Zers are looking for an even more immersive social experience and are packing their bags for adult summer camp. Just like when millennials made CrossFit the new church, Gen Zers are in search of so-called “third places,” or physical spaces outside of home and work where they can meet people. For boomers and Gen X, shopping malls or places of worship or religious community centers often served as third places. But some of those spaces may be harder to find today or may not appeal to Z babies. The thing about third places is that they usually succeed in bringing people together if those who use them have some shared values or interests. Take a coffee shop: while it may seem like a place to meet new people, its primary function is to sell coffee (one iced lavender oat milk latte, pleaseeee). Said another way: it doesn’t have the “social infrastructure” to help create those organic interactions lots of people want. If the coffee shop hosts a community meetup or open mic nights, that’s a different story. The good news is that Gen Zers don’t have to shell out thousands of dollars a year on a swanky private club or live in a big city to make new friends in person. Young people are organizing running clubs, walking clubs, and even horological clubs by posting about them on social media and encouraging enthusiasts to show up and make connections. Volunteering is another great way to meet like-minded people without spending money. (Gen Z volunteers about 31 hours per year on average, a little behind millennials, who volunteer about 36 hours a year.)Even brands are investing in community building, as McKinsey senior partner Kabir Ahuja and coauthors explore. ﻿One example out in the wild could be a lifestyle brand that hosts free public workouts in parks to help boost athleisure brand awareness and create deeper brand loyalty. Real estate developers are thinking about this, too, whether it’s turning office buildings into hybrid spaces or including community-use spaces in the high-rise apartments of the future. Go forth and link!

Representation of Black, Latina, and Native American women in tech declined over the past four years—even though the number of computing degrees nearly doubled.

Sweating the small stuff. How do smaller stressors affect us? One professor explains the physical, psychological, and even professional effects so-called “micro stresses” have on us.

Girl interrupted. Click for a snapshot of what it’s like to be a 13-year-old American girl. [NYT]

Vote of no confidence. Gen Zers are optimistic about a bunch of things … government isn’t one of them. [NPR]﻿

—"
